No,Provinsi SPPG,Kab./Kota SPPG,Kecamatan SPPG,Kelurahan/Desa SPPG,Nama SPPG
1,ACEH,ACEH BARAT,JOHAN PAHLAWAN,KUTA PADANG,SPPG Kab. Aceh Barat - Johan Pahwalan
2,ACEH,ACEH BARAT DAYA,SUSOH,KEPALA BANDAR,SPPG SUSOH KEPALA BANDAR
3,ACEH,ACEH BESAR,DARUL IMARAH,LAM BHEU,SPPG Kab. Aceh Besar - Darul Imarah
4,ACEH,ACEH JAYA,KRUENG SABEE,KABONG,SPPG KRUENG SABEE KABONG
5,ACEH,ACEH SELATAN,TAPAKTUAN,LHOK BENGKUANG,SPPG Kab. Aceh Selatan - Tapaktuan
6,ACEH,ACEH TAMIANG,KEJURUAN MUDA,BUKIT RATA,SPPG Aceh Tamiang -  Kejuruan Muda
7,ACEH,ACEH TENGAH,BEBESEN,BLANG KOLAK II,SPPG Kab. Aceh Tengah - Bebesen
8,ACEH,ACEH TENGGARA,BABUSSALAM,PEKHAPAT SEPAKAT,SPPG Kab. Aceh Tenggara - Babussalam
9,ACEH,ACEH TIMUR,PEUREULAK,ALUE NIBONG,SPPG Kab. Aceh Timur - Peureulak
10,ACEH,ACEH UTARA,T. JAMBO AYE,TANJONG MEUNYE,DAPUR SPPG HARAPAN BARU BERSAMA
11,ACEH,ACEH UTARA,SEUNUDDON,MATANG KARIENG,SPPG KAB. ACEH UTARA-SEUNUDDON
12,ACEH,BENER MERIAH,BUKIT,BABUSSALAM,SPPG BUKIT BABUSSALAM
13,ACEH,BIREUEN,PEUDADA,MEUNASAH PULO,SPPG Kab. Bireuen - Peudada
14,ACEH,GAYO LUES,BLANGKEJEREN,KUTE LINTANG,SPPG BLANGKEJEREN
15,ACEH,KOTA BANDA ACEH,SYIAH KUALA,TIBANG,SPPG SYIAHKUALA
16,ACEH,KOTA BANDA ACEH,ULEE KARENG,LAMBHUK,SPPG Kota Banda Aceh - Ulee Kareng
17,ACEH,KOTA LANGSA,LANGSA KOTA,DAULAT,SPPG LANGSA KOTA
18,ACEH,KOTA LHOKSEUMAWE,BANDA SAKTI,HAGU TEUNGOH,SPPG BANDA SAKTI
19,ACEH,KOTA SABANG,SUKAKARYA,KUTA BARAT,SPPG BUSTANUL FAKRI ACEH
20,ACEH,KOTA SUBULUSSALAM,RUNDENG,LAE PEMULAAN,SPPG RUNDENG
21,ACEH,NAGAN RAYA,SEUNAGAN,PAROM,SPPG SEUNAGAN PAROM
22,ACEH,PIDIE,PEUKAN BARO,DUA PAYA,SPPG PEUKANBARO DUA PAYA
23,ACEH,PIDIE JAYA,BANDAR DUA,MEUKO BULOH,SPPG BANDAR DUA MEUKO BULOH
24,ACEH,SIMEULUE,SIMEULUE CUT,LATAK AYAH,SPPG Kab. Simeulue - Simeulue Cut
25,BALI,JEMBRANA,NEGARA,LELATENG,SPPG Kab. Jembrana - Negara
26,BALI,JEMBRANA,PEKUTATAN,PEKUTATAN,SPPG Kab. Jembrana - Pekutatan
27,BALI,KARANGASEM,KARANGASEM,SUBAGAN,SPPG Kab. Karangasem - Karangasem
28,BALI,KLUNGKUNG,KLUNGKUNG,SELAT,SPPG KLUNGKUNG SELAT
29,BALI,TABANAN,SELEMADEG TIMUR,BANTAS,SPPG Kab. Tabanan - Selemadeg Timur
30,BANTEN,KOTA CILEGON,GEROGOL,RAWA ARUM,SPPG YAYASAN INSAN CITA PADJADJARAN
31,BANTEN,KOTA SERANG,CIPOCOK JAYA,BANJARSARI,SPPG CIPOCOK JAYA
32,BANTEN,KOTA TANGERANG,JATIUWUNG,KERONCONG,SPPG KERONCONG JATIUWUNG
33,BANTEN,KOTA TANGERANG,PINANG,NEROKTOG,SPPG Kota Tangerang - Pinang
34,BANTEN,KOTA TANGERANG SELATAN,SERPONG,LENGKONG WETAN,SPPG Khusus Kota Tangerang Selatan - Serpong
35,BANTEN,KOTA TANGERANG SELATAN,PAMULANG,PAMULANG BARAT,"SPPG Kec. Pamulang, Tangerang Selatan"
36,BANTEN,KOTA TANGERANG SELATAN,SERPONG,CIATER,SPPG YAYASAN RESTU BUNDA EMI - CIATER SERPONG
37,BANTEN,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,CEMPAKA PUTIH,SPPG Kota Tangerang Selatan - Ciputat Timur
38,BANTEN,PANDEGLANG,MENES,MENES,SPPG Daar El Mustadh`afin Kec. Menes
39,BANTEN,PANDEGLANG,LABUAN,BANYUBIRU,SPPG Labuan
40,BANTEN,SERANG,PADARINCANG,CURUG GOONG,SPPG CURUG GOONG PADARINCANG
41,BANTEN,TANGERANG,TIGARAKSA,SODONG,SPPG SODONG TIGARAKSA
42,BANTEN,TANGERANG,PASAR KEMIS,SUKAMANTRI,SPPG Kab.Tangerang - Pasar Kemis
43,BANTEN,TANGERANG,TIGARAKSA,TIGARAKSA,SPPG Kab. Tangerang - Tigaraksa
44,BANTEN,TANGERANG,CIKUPA,SUKAMULYA,SPPG SUKAMULYA CIKUPA
45,BANTEN,TANGERANG,CURUG,CURUG KULON,SPPG Kab. Tangerang - Curug
46,BENGKULU,KAUR,KAUR SELATAN,SUKA BANDUNG,SPPG Yayasan Cahaya Sriwijaya Nusantara - Kab. Kaur - Kaur Selatan
47,BENGKULU,KOTA BENGKULU,SINGARAN PATI,PADANG NANGKA,"SPPG KHUSUS KOTA BENGKULU, SINGARAN PATI"
48,BENGKULU,KOTA BENGKULU,RATU AGUNG,KEBUN TEBENG,SPPG RATU AGUNG 1 KOTA BENGKULU
49,BENGKULU,MUKO MUKO,KOTA MUKOMUKO,KOTO JAYA,SPPG KOTA MUKOMUKO
50,DAERAH ISTIMEWA YOGYAKARTA,BANTUL,BANGUNTAPAN,BANGUNTAPAN,SPPG LANUD ADISUTJIPTO
51,DAERAH ISTIMEWA YOGYAKARTA,BANTUL,SEWON,PANGGUNGHARJO,"SPPG Kabupaten Bantul, Kecamatan Sewon 2"
52,DAERAH ISTIMEWA YOGYAKARTA,BANTUL,SEWON,PANGGUNGHARJO,SPPG Panggung Harjo Sewon Bantul I
53,DAERAH ISTIMEWA YOGYAKARTA,GUNUNGKIDUL,WONOSARI,WONOSARI,SPPG KHUSUS KABUPATEN GUNUNGKIDUL
54,DAERAH ISTIMEWA YOGYAKARTA,GUNUNGKIDUL,TEPUS,TEPUS,"SPPG Kab. Gunungkidul, Kec. Tepus"
55,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,KOTAGEDE,PURBAYAN,SPPG Kecamatan Kotagede Yogyakarta
56,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,UMBULHARJO,PANDEYAN,SPPG KOTA YOGYAKARTA UMBULHARJO 1
57,DAERAH ISTIMEWA YOGYAKARTA,KOTA YOGYAKARTA,UMBULHARJO,SOROSUTAN,SPPG SOROSUTAN UMBULHARJO Yogyakarta
58,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,SENTOLO,SUKORENO,SPPG Kab. Kulon Progo - Sentolo
59,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,DEPOK,CATURTUNGGAL,SPPG Khusus Kabupaten Sleman - Depok
60,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,NGEMPLAK,UMBULMARTANI,SPPG UMBULMARTANI NGEMPLAK SLEMAN 1
61,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,SLEMAN,TRIDADI,SPPG KAB.SLEMAN-SLEMAN 1
62,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,GODEAN,SIDOKARTO,SPPG Sidokarto Godean Sleman
63,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,KALASAN,TIRTOMARTANI,SPPG Yayasan Amanah Puri Annisa Kecamatan Kalasan - Kabupaten Sleman
64,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,KALASAN,PURWOMARTANI,"SPPG Yayasan Patriot Solidaritas Nusantara Kecamatan Kalasan, KabupatenÂ Sleman"
65,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,SEYEGAN,MARGOLUWIH,"Yayasan Buana Insan Madani, Kecamatan Seyegan, Kabupaten Sleman"
66,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,KALASAN,TAMANMARTANI,"Yayasan Lazuardi Kendari Kecamatan Kalasan, Kabupaten Sleman"
67,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,SLEMAN,TRIDADI,SPPG Kab. Sleman - Sleman 2
68,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,CANGKRINGAN,UMBULHARJO,SPPG Mandiri Kab. Sleman - Cangkringan 1
69,DKI JAKARTA,ADM. KEP. SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,SPPG PULAU PANGGANG KEP. SERIBU UTARA
70,DKI JAKARTA,KOTA ADM. JAKARTA BARAT,PAL MERAH,SLIPI,SPPG Khusus Kota Jakarta Barat - Pal Merah
71,DKI JAKARTA,KOTA ADM. JAKARTA BARAT,KALIDERES,KALIDERES,SPPG KALIDERES JAKBAR
72,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,"SPPG Khusus Seskoal, Kec. Kebayoran Lama"
73,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,SPPG KHUSUS BRIGIF 1 MAR (TNI AL)
74,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,TEBET,KEBON BARU,SPPG KEBON BARU TEBET
75,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,SPPG Kota Jakarta Selatan - Kebayoran Lama 3
76,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,SPPG YAYASAN MELANI METAKOGNISI INDONESIA
77,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,SPPG Kemang 1 (Yayasan Gerakan Solidaritas Nasional) Jakarta Selatan
78,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,PANCORAN,DUREN TIGA,SPPG YAYASAN PONDOK TAHFIZ FAJAR CENDEKIA
79,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,PANCORAN,RAWAJATI,SPPG Jakarta Selatan - Pancoran 01
80,DKI JAKARTA,KOTA ADM. JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,SPPG KEMANG II JAKSEL
81,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMA,SPPG Kota Jakarta Timur - Makasar (TNI AU)
82,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,CAKUNG,PENGGILINGAN,SPPG Penggilingan 1 Cakung Jakarta Timur
83,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,CAKUNG,PULO GEBANG,SPPG Kota Jakarta Timur - Cakung
84,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,SPPG Kota Jakarta Timur - Duren Sawit
85,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,CIRACAS,CIRACAS,SPPG Kota Jakarta Timur - Ciracas 01
86,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,JATINEGARA KAUM,SPPG Kota Jakarta Timur - Pulogadung 01
87,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,CIRACAS,RAMBUTAN,SPPG Kota Jakarta Timur - Ciracas 05
88,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,JATI,SPPG Kota Jakarta Timur - Pulogadung 02
89,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,CIRACAS,SUSUKAN,SPPG Kota Jakarta Timur - Ciracas 02
90,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,CAKUNG,PENGGILINGAN,SPPG Penggilingan 2 CAKUNG JAKARTA TIMUR
91,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,CIRACAS,CIRACAS,SPPG CIRACAS JAKTIM
92,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,JATI,SPPG Kota Jakarta Timur - Pulogadung 5
93,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,JATINEGARA KAUM,SPPG JATINEGARA KAUM PULOGADUNG 4
94,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,JATINEGARA KAUM,SPPG JATINEGARA KAUM PULOGADUNG
95,DKI JAKARTA,KOTA ADM. JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,SPPG KRAMATJATI
96,DKI JAKARTA,KOTA ADM. JAKARTA UTARA,KOJA,RAWA BADAK UTARA,SPPG Khusus Koja Jakarta Utara
97,DKI JAKARTA,KOTA ADM. JAKARTA UTARA,CILINCING,KALIBARU,SPPG Kota Jakarta Utara - Cilincing
98,DKI JAKARTA,KOTA ADM. JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,SPPG Kota Jakarta Utara - Kelapa Gading
99,DKI JAKARTA,KOTA ADM. JAKARTA UTARA,KOJA,TUGU UTARA,SPPG TUGU UTARA KOJA
100,DKI JAKARTA,KOTA ADM. JAKARTA UTARA,KOJA,KOJA,SPPG Kota Administrasi Jakarta Utara - Koja 01
101,DKI JAKARTA,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,SPPG SUNGAI BAMBU TANJUNG PRIOK
102,GORONTALO,GORONTALO,LIMBOTO BARAT,PONE,SPPG LIMBOTO BARAT
103,GORONTALO,GORONTALO UTARA,KWANDANG,KATIALADA,SPPG KWANDANG KATIALADA
104,GORONTALO,KOTA GORONTALO,KOTA TENGAH,LILUWO,SPPG Khusus Kota Gorontalo - Kota Tengah
105,JAMBI,KOTA JAMBI,TELANAIPURA,PEMATANG SULUR,SPPG Kota Jambi - Kecamatan Telanaipura
106,JAMBI,MUARO JAMBI,JAMBI LUAR KOTA,SENAUNG,SPPG JAMBI LUAR KOTA
107,JAWA BARAT,BANDUNG,RANCAEKEK,RANCAEKEK WETAN,SPPG Kab. Bandung - Rancaekek
108,JAWA BARAT,BANDUNG,MARGAHAYU,SULAIMAN,SPPG Sulaiman Margahayu Bandung
109,JAWA BARAT,BANDUNG,CILEUNYI,CIMEKAR,SPPG KECAMATAN CILEUNYI
110,JAWA BARAT,BANDUNG,MAJALAYA,PADAULUN,SPPG Kab. Bandung - Majalaya
111,JAWA BARAT,BANDUNG,NAGREG,NAGREG,SPPG Kab. Bandung - Nagreg
112,JAWA BARAT,BANDUNG,CIWIDEY,PANYOCOKAN,SPPG Kasih Bela Negara&amp;nbsp;Ciwidey
113,JAWA BARAT,BANDUNG,CILEUNYI,CINUNUK,SPPG Cinunuk Cileunyi Bandung
114,JAWA BARAT,BANDUNG,BANJARAN,KIANGROKE,SPPG KIANGROKE KEC. BANJARAN
115,JAWA BARAT,BANDUNG,CIPARAY,SERANGMEKAR,SPPG Kab. Bandung - Ciparay
116,JAWA BARAT,BANDUNG,BOJONGSOANG,CIPAGALO,SPPG CIPAGALO BOJONGSOANG
117,JAWA BARAT,BANDUNG,CICALENGKA,MARGAASIH,SPPG YAYASAN PENDIDIKAN NURUL HIKMAH CIJALUPANG
118,JAWA BARAT,BANDUNG,PANGALENGAN,PANGALENGAN,SPPG PANGALENGAN BANDUNG
119,JAWA BARAT,BANDUNG,BOJONGSOANG,BOJONGSOANG,SPPG Kab. Bandung - Bojongsoang
120,JAWA BARAT,BANDUNG BARAT,LEMBANG,LANGENSARI,SPPG Kab. Bandung Barat - Lembang
121,JAWA BARAT,BANDUNG BARAT,RONGGA,CIBEDUG,SPPG KECAMATAN RONGGA BANDUNG BARAT
122,JAWA BARAT,BANDUNG BARAT,LEMBANG,KAYUAMBON,SPPG Kayuambon Lembang Bandung Barat
123,JAWA BARAT,BANDUNG BARAT,PADALARANG,CIBURUY,SPPG Yayasan Bumi Al Hasanah Cipulus
124,JAWA BARAT,BANDUNG BARAT,CISARUA,JAMBUDIPA,SPPG Jambudipa Cisarua Bandung Barat
125,JAWA BARAT,BANDUNG BARAT,BATUJAJAR,BATUJAJAR BARAT,SPPG Pesantren At-Tafsir
126,JAWA BARAT,BANDUNG BARAT,PARONGPONG,CIGUGURGIRANG,SPPG Kab. Bandung Barat Parongpong Cigugurgirang
127,JAWA BARAT,BANDUNG BARAT,CISARUA,PASIRLANGU,SPPG Kab. Bandung Barat - Cisarua
128,JAWA BARAT,BANDUNG BARAT,PARONGPONG,CIGUGURGIRANG,SPPG Kab. Bandung Barat - Parongpong
129,JAWA BARAT,BEKASI,PEBAYURAN,KERTASARI,SPPG Kab. Bekasi - Pebayuran
130,JAWA BARAT,BEKASI,CIKARANG SELATAN,SUKADAMI,SPPG SUKADAMI CIKARANG SELATAN
131,JAWA BARAT,BEKASI,CIKARANG UTARA,SIMPANGAN,SPPG Cikarang Utara
132,JAWA BARAT,BEKASI,CIKARANG BARAT,TELAJUNG,SPPG TELAJUNG CIKARANG BARAT
133,JAWA BARAT,BEKASI,CIBITUNG,CIBUNTU,SPPG Bekasi Cibitung Cibuntu
134,JAWA BARAT,BEKASI,TAMBUN SELATAN,SETIAMEKAR,SPPG SETIAMEKAR TAMBUN SELATAN
135,JAWA BARAT,BEKASI,TAMBUN UTARA,JEJALENJAYA,SPPG JEJAJENJAYA TAMBUN UTARA
136,JAWA BARAT,BOGOR,CIBINONG,SUKAHATI,SPPG Khusus Kabupaten Bogor 1 - Cibinong
137,JAWA BARAT,BOGOR,SUKARAJA,PASIR JAMBU,SPPG Bogor Sukaraja Pasir Jambu
138,JAWA BARAT,BOGOR,BABAKAN MADANG,CIJAYANTI,SPPG Kab. Bogor  - Babakan Madang 02
139,JAWA BARAT,BOGOR,CARINGIN,PANCAWATI,SPPG Kab. Bogor - Caringin
140,JAWA BARAT,BOGOR,BOJONG GEDE,RAWAPANJANG,SPPG Rawapanjang Bojong Gede Bogor
141,JAWA BARAT,BOGOR,PARUNG,WARUJAYA,SPPG Warujaya - Parung Bogor
142,JAWA BARAT,BOGOR,MEGAMENDUNG,PASIR ANGIN,SPPG Megamendung Bogor
143,JAWA BARAT,BOGOR,CIGOMBONG,PASIRJAYA,SPPG Kebon Ashri Cigombong Bogor
144,JAWA BARAT,BOGOR,CIBINONG,KARADENAN,SPPG KARADENAN CIBINONG
145,JAWA BARAT,BOGOR,PARUNG,IWUL,SPPG Iwul Parung Bogor
146,JAWA BARAT,BOGOR,PAMIJAHAN,CIBENING,SPPG Cibening Pamijahan Bogor
147,JAWA BARAT,BOGOR,CIAWI,PANDAN SARI,SPPG Pandan Sari Ciawi Bogor
148,JAWA BARAT,BOGOR,JONGGOL,SINGAJAYA,SPPG Kab. Bogor - Jonggol 01
149,JAWA BARAT,BOGOR,MEGAMENDUNG,PASIR ANGIN,SPPG Pasir Angin Megamendung Bogor
150,JAWA BARAT,BOGOR,JONGGOL,JONGGOL,SPPG Kab. Bogor - Jonggol 02
151,JAWA BARAT,BOGOR,TAMANSARI,SUKAMANTRI,SPPG Kab. Bogor - Tamansari
152,JAWA BARAT,BOGOR,BABAKAN MADANG,BABAKAN MADANG,SPPG Kab. Bogor - Babakan Madang 01
153,JAWA BARAT,CIAMIS,CIAMIS,CIAMIS,SPPG Ciamis Ciamis Ciamis
154,JAWA BARAT,CIAMIS,BANJARSARI,SINDANGSARI,SPPG Kab. Ciamis - Banjarsari
155,JAWA BARAT,CIAMIS,CIAMIS,PAWINDAN,SPPG Bunirasa
156,JAWA BARAT,CIAMIS,KAWALI,WINDURAJA,SPPG KAWALI CIAMIS
157,JAWA BARAT,CIAMIS,PANUMBANGAN,PANUMBANGAN,SPPG Yayasan Zainul Hidayah Jayagiri
158,JAWA BARAT,CIAMIS,CIKONENG,CIMARI,SPPG Cimari Cikoneng Ciamis
159,JAWA BARAT,CIANJUR,KARANGTENGAH,SINDANGLAKA,SPPG Karang Tengah - Kab Cianjur
160,JAWA BARAT,CIANJUR,CILAKU,SUKASARI,SPPG Kab. Cianjur - Cilaku
161,JAWA BARAT,CIANJUR,CUGENANG,CIRUMPUT,SPPG Kab. Cianjur - Cugenang
162,JAWA BARAT,CIANJUR,WARUNGKONDANG,CISARANDI,SPPG Cisarandi Warungkondang Cianjur
163,JAWA BARAT,CIANJUR,CIPANAS,CIPANAS,SPPG Kab. Cianjur - Cipanas
164,JAWA BARAT,CIANJUR,CIRANJANG,CIRANJANG,SPPG Ciranjang Cianjur
165,JAWA BARAT,CIANJUR,CIANJUR,LIMBANGANSARI,SPPG Kab. Cianjur - Cianjur
166,JAWA BARAT,CIANJUR,SUKALUYU,SUKALUYU,SPPG Kab. Cianjur - Sukaluyu
167,JAWA BARAT,CIANJUR,CIBEBER,MAYAK,SPPG Kab. Cianjur - Cibeber
168,JAWA BARAT,CIANJUR,SUKALUYU,TANJUNGSARI,SPPG Tanjungsari Sukaluyu Cianjur
169,JAWA BARAT,CIANJUR,CIKALONGKULON,CINANGSI,SPPG Kab. Cianjur - Cikalong Kulon
170,JAWA BARAT,CIREBON,PASALEMAN,TANJUNGANOM,SPPG Tanjunganom Pasaleman Cirebon
171,JAWA BARAT,CIREBON,DEPOK,CIKEDUK,SPPG Cikeduk Depok Cirebon
172,JAWA BARAT,CIREBON,GEGESIK,GEGESIK LOR,SPPG Kab. Cirebon - Gegesik
173,JAWA BARAT,CIREBON,CIWARINGIN,BABAKAN,SPPG Babakan Ciwaringin Cirebon
174,JAWA BARAT,CIREBON,KEDAWUNG,SUTAWINANGUN,SPPG Kecamatan Kedawung Kabupaten Cirebon
175,JAWA BARAT,CIREBON,BABAKAN,BABAKAN,SPPG Babakan Babakan Cirebon
176,JAWA BARAT,GARUT,GARUT KOTA,KOTA KULON,SPPG Kab. Garut - Garut Kota
177,JAWA BARAT,GARUT,TAROGONG KIDUL,PATARUMAN,"SPPG Yayasan Pondok Pesantren Persis Tarogong Kecamatan Tarogong Kidul, Kab. Garut"
178,JAWA BARAT,GARUT,PASIRWANGI,PADAMUKTI,SPPG Yayasan Darul Muta`allimin Pasirwangi Garut
179,JAWA BARAT,GARUT,SELAAWI,PUTRAJAWA,SPPG Putrajawa Selaawi Garut
180,JAWA BARAT,GARUT,KADUNGORA,TALAGASARI,SPPG Talagasari Kadungora Garut
181,JAWA BARAT,GARUT,GARUT KOTA,MUARA SANDING,SPPG Yayasan Pendidikan dan Sosial Al-Bayyinah Garut Kota Garut
182,JAWA BARAT,GARUT,TAROGONG KIDUL,HAURPANGGUNG,SPPG Kab. Garut - Tarogong Kidul
183,JAWA BARAT,GARUT,CIBIUK,CIPAREUAN,"Kecamatan Cibiuk, Kabupaten Garut"
184,JAWA BARAT,GARUT,SUKAWENING,SUKALUYU,SPPG Sukaluyu Sukawening Garut
185,JAWA BARAT,GARUT,SAMARANG,SAMARANG,SPPG Samarang Samarang Garut
186,JAWA BARAT,GARUT,CIKELET,CIKELET,SPPG Kab. Garut - Cikelet
187,JAWA BARAT,GARUT,GARUT KOTA,CIMUNCANG,SPPG Karya Utama Insani Garut Kota
